name of company,college name,region,year,Salary
NEOSOFT,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015,522134
AMDOCS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016,679732
SYNTROSYS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,981486
ACCENTURE,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,299512
NEOSOFT,COLLEGE OF ENGINEERING PUNE,PUNE,2017,377481
ACCENTURE,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2014,296396
ECLERX,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2016,400475
TATA COMMUNICATIONS,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2014,649525
MPHASIS,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2017,481791
INDUS VALLEY PARTNERS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2018,29996
ORACLE,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,748798
TCS,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2016,42293
KPIT TECHNOLOGIES,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2015,788963
ATIDAN,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2018,943802
RAVE TECHNOLOGIES,COLLEGE OF ENGINEERING PUNE,PUNE,2014,408937
HDFC,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2018,522334
VISA INC.,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017,1180318
LIONBRIDGE,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2018,44037
SCHNEIDER ELECTRIC,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017,443321
CLOVER INFOTECH,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2017,17600
INFORMATICA,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2016,382541
YAHOO,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2014,374163
BANK OF AMERICA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015,778772
SIEMENS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015,474471
EDELWEISS FINANCIAL SERVICES,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2018,935975
MORGAN STANLEY,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017,519724
BANK OF AMERICA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016,891598
MICROSOFT,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015,1176245
ACCENTURE,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2016,665745
VISA INC.,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2015,1176245
ATOS,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2015,723743
ACCENTURE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2014,292569
CMC,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,180634
ECLERX,MIT COLLEGE OF ENGINEERING,PUNE,2014,44098
VPHRASE,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018,399345
WNS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2018,409027
WISDMLABS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2016,467026
ARK TECHNOSOLUTIONS,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018,1160428
NUCSOFT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015,29434
SAP,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2014,57122
NUCSOFT,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2014,29846
HCL TECHNOLOGIES,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2016,918942
SELEC,MIT COLLEGE OF ENGINEERING,PUNE,2018,39988
SYNTROSYS,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2018,957887
GE,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,687032
CYBAGE SOFTWARE,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2015,354916
TATA,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2014,96198
MU SIGMA,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017,706759
MICROSOFT,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2017,1175696
NEOSOFT,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2014,505166
INFOSYS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,470498
AMAZON,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2014,452446
HEXAWARE TECHNOLOGIES,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2014,770438
IBM,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2018,441092
MPHASIS,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2015,486342
LTI,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2016,1252801
NUCSOFT,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2017,226766
ACCENTURE,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2014,300254
GOOGLE,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2015,54883
NEWGEN SOFTWARE,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2014,690243
LARSEN & TOUBRO,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2015,1784005
JOHNSON CONTROLS,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2015,775778
TECH MAHINDRA,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2014,488653
ORACLE,MIT COLLEGE OF ENGINEERING,PUNE,2018,485375
EDELWEISS FINANCIAL SERVICES,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,929369
THIRDWARE SOLUTION,MIT COLLEGE OF ENGINEERING,PUNE,2014,493188
UGAM,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015,775737
ENDURANCE INTERNATIONAL GROUP,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2015,789709
HEWLETT-PACKARD,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,54103
WEATHERFORD,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2015,495350
QUINNOX,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2016,788735
TOPPR.COM,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,395431
TATA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,94507
RAJA SOFTWARE LABS,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2016,440231
NVIDIA,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2018,249593
CREDIT SUISSE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018,935270
EDELWEISS FINANCIAL SERVICES,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,935975
TECH MAHINDRA,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2014,480161
TECH MAHINDRA,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,29854
INFOSYS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2014,618852
NVIDIA,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016,251017
ZYCUS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,42257
TIBCO SOFTWARE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,1260431
MAQ SOFTWARE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017,770199
IBM,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,374779
PROTEGRITY,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2014,1140958
ECLINICALWORKS,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2018,610508
ORACLE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016,753646
ZYCUS,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2016,17393
VISA INC.,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2014,1197327
VERIZON,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2017,549341
ORANGE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014,20401
MIRRAW,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2016,30959
ZENSAR TECHNOLOGIES,MIT COLLEGE OF ENGINEERING,PUNE,2017,1094267
QUANTIPHI,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2015,31431
BNP PARIBAS,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,37630
CLOVER INFOTECH,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,17444
DIRECTI,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2015,25379
MICROSOFT,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,1181589
AMDOCS,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2014,760250
ZYCUS,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,42829
XL DYNAMICS,COLLEGE OF ENGINEERING PUNE,PUNE,2014,687082
MAQ SOFTWARE,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2018,771710
MPHASIS,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018,491042
WIPRO,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,480905
GEOMETRIC,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2018,436485
ECLERX,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2017,45828
INFORMATICA,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2018,1764367
NVIDIA,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2018,22919
SIEMENS,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,491609
FRACTAL ANALYTICS,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2014,31339
UBS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2014,1769507
AMDOCS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2017,692480
MICROSOFT,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2018,425440
TCS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015,369692
MEDIA.NET,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015,1345310
AMDOCS,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2016,765996
ARK TECHNOSOLUTIONS,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017,1140970
GENPACT,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015,624300
IGATE,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2016,29261
MEDIA.NET,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2017,1411931
MPHASIS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,727277
IDBI INTECH,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2015,394189
TATA COMMUNICATIONS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017,671349
HEXAWARE TECHNOLOGIES,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2016,760901
WISDMLABS,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2017,1681262
ECLINICALWORKS,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2016,341185
CMS IT SERVICES,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2014,433377
INFOGAIN,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2016,408540
ECLERX,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2016,387658
GEOMETRIC,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2014,433362
ACCENTURE,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2017,297812
GOOGLE,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017,45170
WIPRO,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2015,476593
XORIANT,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,671107
QUINNOX,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017,781181
TECH MAHINDRA,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015,30198
INFIBEAM,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2014,181295
MICROSOFT,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2014,1196239
INGRAM MICRO,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2014,363662
ENDURANCE INTERNATIONAL GROUP,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2017,760583
TCS,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2018,42395
MIRRAW,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2014,31112
ECLINICALWORKS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2014,593562
IGATE,PILLAI COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,30641
NUCSOFT,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2017,231005
WISDMLABS,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2016,1733262
VPHRASE,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2017,404859
NUCSOFT,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2015,30170
THIRDWARE SOLUTION,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2014,441939
BNP PARIBAS,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2018,38674
SIEMENS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2016,468656
ATOS,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015,710194
TCS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015,363745
HCL TECHNOLOGIES,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2016,911845
CIMPRESS,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2014,840108
TECH MAHINDRA,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2014,29854
TATA COMMUNICATIONS,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2018,651976
AXIS BANK,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2018,588122
LTI,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,1260431
CALSOFT,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2016,16301
ZYCUS,COLLEGE OF ENGINEERING PUNE,PUNE,2016,42054
ACCENTURE,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2017,650150
GODREJ INFOTECH,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015,390562
ORACLE,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2015,765395
INFORMATICA,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2018,1728651
SIEMENS,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,492323
AMAZON,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2016,435354
NEOSOFT,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016,380313
INFOSYS,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2018,459857
VPHRASE,COLLEGE OF ENGINEERING PUNE,PUNE,2014,399783
AXIS BANK,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,11299
SYNTROSYS,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2014,13148
BANK OF AMERICA,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2014,804079
CLOVER INFOTECH,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2018,374779
GOOGLE,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2015,43262
CAPGEMINI,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2018,793764
NEOSOFT,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2017,508278
ORIENT TECHNOLOGIES,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2015,25964
CYBAGE SOFTWARE,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2014,339913
INFORMATICA,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,381816
MASTEK,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015,38801
NSEIT,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2017,49157
GE,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2016,527128
LARSEN & TOUBRO,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2017,1774962
BOOKMYSHOW,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2017,368259
SCHNEIDER ELECTRIC,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2017,106969
ECLERX,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2015,46229
ECLERX,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2014,45782
ACCENTURE,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2014,294141
DIRECTI,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017,24924
MPHASIS,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2018,478192
CREDIT SUISSE,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2017,304250
DIRECTI,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017,25184
NEOSOFT,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2016,385295
ADOBE,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017,107942
CLOVER INFOTECH,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2018,363828
SABA SOFTWARE,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2016,702471
UGAM,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2015,536206
MICROSOFT,MIT COLLEGE OF ENGINEERING,PUNE,2015,1177207
QUANTIPHI,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016,892379
INFOGAIN,"SHREE RAMCHANDRA COLLEGE OF ENGINEERING,PUNE",PUNE,2016,230020
CMS IT SERVICES,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2015,442353
TECH MAHINDRA,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017,30618
SYNTROSYS,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,12995
RAJA SOFTWARE LABS,MIT COLLEGE OF ENGINEERING,PUNE,2018,443321
MILES SOFTWARE,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2018,346240
GOOGLE,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2017,52326
ECLERX,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2015,44221
TOPPR.COM,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2017,985269
MORGAN STANLEY,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2017,1753297
GEP,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2017,754353
WIPRO,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2018,476004
GEOMETRIC SOFTWARE SOLUTIONS,BHARATI VIDYAPEETH COLLEGE OF ENGINEERING,PUNE,2018,355086
BOOKMYSHOW,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2015,365922
ARK TECHNOSOLUTIONS,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2018,1141263
CMS IT SERVICES,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,457190
TECH MAHINDRA,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2015,29854
MICROSOFT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016,415575
VERIZON,MIT COLLEGE OF ENGINEERING,PUNE,2015,562521
XORIANT,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015,435630
MEDIA.NET,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2015,582614
CAPGEMINI,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,810916
HEXAWARE TECHNOLOGIES,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016,753828
ATOS,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2018,710194
TCS,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2017,359818
NEOSOFT,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2017,384048
SIEMENS,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2015,499238
DELOITTE,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,331295
MIRRAW,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,439440
INFOSYS,COLLEGE OF ENGINEERING PUNE,PUNE,2016,642429
TCS,LOKMANYA TILAK COLLEGE OF ENGINEERING,NAVI MUMBAI,2016,41601
THIRDWARE SOLUTION,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017,450388
HEXAWARE TECHNOLOGIES,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,745896
QUALITYKIOSK,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2016,31192
IBM INDIA,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2018,566421
SIEMENS,THADOMAL SHAHANI ENGINEERING COLLEGE,MUMBAI,2016,486914
GOOGLE,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2014,52262
IBM INDIA,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017,580327
SYMANTEC,XAVIER INSTITUTE OF ENGINEERING,MUMBAI,2018,15592
ECLERX,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017,46187
ATIDAN,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2016,814927
NEOSOFT TECHNOLOGIES,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2017,490946
GEP,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2018,742820
GODREJ INFOTECH,PUNE INSTITUTE OF COMPUTER TECHNOLOGY,PUNE,2016,386435
ATOS,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2017,25717
GEOMETRIC,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2018,440918
ORIENT TECHNOLOGIES,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017,26682
MASTEK,SMT. INDIRA GANDHI COLLEGE OF ENGINEERING,NAVI MUMBAI,2015,310250
WISDMLABS,K. J. SOMAIYA COLLEGE OF ENGINEERING,MUMBAI,2018,467898
CIMPRESS,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2017,1385379
TIBCO SOFTWARE,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2014,1283684
INFOSYS,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2014,477138
WIPRO,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2017,485916
TCS,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2016,367274
KPIT TECHNOLOGIES,INDIRA COLLEGE OF ENGINEERING AND MANAGEMENT,PUNE,2015,790808
PC TECHNOLOGY,DHOLE PATIL COLLEGE OF ENGINEERING PUNE,PUNE,2015,800976
WIPRO,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,469679
IDBI INTECH,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2016,385695
INFIBEAM,VISHWAKARMA INSTITUTE OF TECHNOLOGY,PUNE,2018,180514
ACCENTURE,"DR. D. Y. PATIL VIDYAPEETH, PUNE",PUNE,2017,304595
AMDOCS,"TRINITY COLLEGE OF ENGINEERING AND RESEARCH,PUNE",PUNE,2015,769280
KPIT TECHNOLOGIES,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2015,794438
ATOS,MIT COLLEGE OF ENGINEERING,PUNE,2016,25270
UGAM,RAMRAO ADIK INSTITUTE OF TECHNOLOGY,NAVI MUMBAI,2017,819222
QUINNOX,DWARKADAS J. SANGHVI COLLEGE OF ENGINEERING,MUMBAI,2018,798640
MORGAN STANLEY,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2015,523377
GEP,PILLAI HOC COLLEGE OF ENGINEERING AND TECHNOLOGY,NAVI MUMBAI,2018,768081
BHARAT PETROLEUM,ARMY INSTITUTE OF TECHNOLOGY,PUNE,2018,382126
MPHASIS,VEERMATA JIJABAI TECHNOLOGICAL INSTITUTE,MUMBAI,2017,710194
SAINT-GOBAIN,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2015,728862
MEDIA.NET,THAKUR COLLEGE OF ENGINEERING AND TECHNOLOGY,MUMBAI,2014,585115
INFOSYS,ALAMURI RATNAMALA INSTITUTE OF ENGINEERING & TECHNOLOGY,THANE,2017,481202
